,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
438,Amaury Bitetti,2000-06-09,0.0,0.4,0.0,0.0,0.0,0.0,0,6 of 10,0.6,16 of 20,0 of 0,0.0,0,0,0,4 of 8,1 of 1,1 of 1,2 of 4,4 of 6,0 of 0,"5' 9""",185.0,,Orthodox,,2000-06-09,Amaury Bitetti,DQ,2,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
439,Amilcar Alves,2010-08-28,,,,,,,0,4 of 10,0.4,12 of 20,0 of 0,0.0,0,0,0,3 of 7,0 of 1,1 of 2,1 of 6,0 of 1,3 of 3,"6' 0""",170.0,,Southpaw,"Aug 08, 1988",2010-08-28,Mike Pierce,Submission,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
440,Amilcar Alves,2011-01-22,0.0,0.4,0.0,0.0,0.0,0.0,0,10 of 20,0.5,25 of 40,0 of 1,0.0,0,0,0,5 of 12,4 of 4,1 of 4,6 of 14,3 of 3,1 of 3,"6' 0""",170.0,,Southpaw,"Aug 08, 1988",2011-01-22,Charlie Brenneman,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
441,Amir Sadollah,2008-06-21,,,,,,,0,2 of 5,0.4,5 of 8,0 of 0,0.0,2,0,0,0 of 2,2 of 3,0 of 0,2 of 5,0 of 0,0 of 0,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2008-06-21,Amir Sadollah,Submission,1,Ultimate Fighter 7 Middleweight Tournament Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
442,Amir Sadollah,2009-08-08,0.0,0.4,0.0,2.0,0.0,0.0,0,2 of 9,0.22,2 of 9,0 of 0,0.0,0,0,0,1 of 6,0 of 1,1 of 2,2 of 9,0 of 0,0 of 0,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2009-08-08,Johny Hendricks,KO/TKO,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
443,Amir Sadollah,2009-11-21,0.0,0.31,0.0,1.0,0.0,0.0,0,134 of 222,0.6,147 of 236,0 of 1,0.0,0,0,0,53 of 119,52 of 71,29 of 32,70 of 120,64 of 102,0 of 0,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2009-11-21,Amir Sadollah,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
444,Amir Sadollah,2010-01-11,0.0,0.4066666666666667,0.0,0.6666666666666666,0.0,0.0,0,87 of 162,0.53,95 of 171,2 of 2,1.0,0,4,0,40 of 106,29 of 36,18 of 20,57 of 112,12 of 25,18 of 25,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2010-01-11,Amir Sadollah,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
445,Amir Sadollah,2010-05-29,0.0,0.45,0.3333333333333333,0.0,1.3333333333333333,0.0,0,10 of 38,0.26,25 of 53,0 of 0,0.0,0,0,0,7 of 31,2 of 4,1 of 3,8 of 31,2 of 5,0 of 2,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2010-05-29,Dong Hyun Kim,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
446,Amir Sadollah,2010-11-13,0.0,0.4633333333333334,0.3333333333333333,0.0,1.3333333333333333,0.0,0,90 of 209,0.43,104 of 223,0 of 0,0.0,0,0,0,27 of 128,14 of 27,49 of 54,75 of 189,13 of 18,2 of 2,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2010-11-13,Amir Sadollah,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
447,Amir Sadollah,2011-03-26,0.0,0.40666666666666673,0.3333333333333333,0.0,1.3333333333333333,0.0,0,62 of 117,0.52,75 of 134,2 of 2,1.0,0,3,0,44 of 93,13 of 18,5 of 6,22 of 51,14 of 20,26 of 46,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2011-03-26,Amir Sadollah,KO/TKO,2,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
448,Amir Sadollah,2011-08-14,0.0,0.4033333333333334,0.3333333333333333,0.0,1.0,0.0,0,95 of 256,0.37,96 of 257,0 of 8,0.0,0,0,0,45 of 170,20 of 51,30 of 35,88 of 243,7 of 13,0 of 0,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2011-08-14,Duane Ludwig,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
449,Amir Sadollah,2012-05-15,0.0,0.44,0.3333333333333333,0.0,1.0,0.0,0,36 of 83,0.43,77 of 129,1 of 3,0.33,1,0,0,14 of 51,13 of 20,9 of 12,23 of 66,13 of 17,0 of 0,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2012-05-15,Amir Sadollah,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
450,Amir Sadollah,2012-09-29,0.0,0.44,0.44333333333333336,0.3333333333333333,1.0,0.0,0,61 of 134,0.45,70 of 144,0 of 2,0.0,0,0,0,31 of 91,13 of 21,17 of 22,42 of 109,18 of 24,1 of 1,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2012-09-29,Dan Hardy,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
451,Amir Sadollah,2014-09-20,0.0,0.4166666666666667,0.11000000000000003,0.3333333333333333,0.0,0.0,0,42 of 101,0.41,63 of 124,0 of 0,0.0,0,0,0,24 of 77,4 of 5,14 of 19,31 of 84,6 of 8,5 of 9,"5' 10""",170.0,"74""",Orthodox,"Aug 27, 1980",2014-09-20,Yoshihiro Akiyama,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
452,An Ying Wang,2014-03-01,,,,,,,0,13 of 45,0.28,15 of 47,0 of 0,0.0,0,0,0,10 of 37,0 of 1,3 of 7,13 of 45,0 of 0,0 of 0,"6' 0""",170.0,,Orthodox,"Apr 04, 1991",2014-03-01,An Ying Wang,TKO - Doctor's Stoppage,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
453,An Ying Wang,2014-08-23,0.0,0.28,0.0,0.0,0.0,0.0,0,0 of 5,0.0,2 of 7,0 of 0,0.0,0,0,0,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0,"6' 0""",170.0,,Orthodox,"Apr 04, 1991",2014-08-23,Colby Covington,KO/TKO,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
454,Anderson Dos Santos,2018-11-17,,,,,,,0,46 of 170,0.27,50 of 174,0 of 1,0.0,1,0,0,32 of 154,7 of 8,7 of 8,39 of 160,5 of 6,2 of 4,"5' 5""",135.0,"70""",Orthodox,"Jul 24, 1985",2018-11-17,Nad Narimani,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
455,Anderson Silva,2006-06-28,,,,,,,2,17 of 20,0.85,17 of 20,0 of 0,0.0,0,0,0,17 of 20,0 of 0,0 of 0,13 of 14,1 of 1,3 of 5,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2006-06-28,Anderson Silva,KO/TKO,1,Middleweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
456,Anderson Silva,2006-10-14,2.0,0.85,0.0,0.0,0.0,0.0,1,31 of 36,0.86,31 of 36,0 of 0,0.0,0,0,0,5 of 9,23 of 24,3 of 3,5 of 8,26 of 28,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2006-10-14,Anderson Silva,KO/TKO,1,UFC Middleweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
457,Anderson Silva,2007-02-03,1.5,0.855,0.0,0.0,0.0,0.0,0,9 of 11,0.81,28 of 33,0 of 0,0.0,2,0,1,8 of 9,0 of 1,1 of 1,2 of 3,0 of 0,7 of 8,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2007-02-03,Anderson Silva,Submission,2,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
458,Anderson Silva,2007-07-07,1.0,0.84,0.0,0.6666666666666666,0.0,0.3333333333333333,1,10 of 15,0.66,30 of 35,1 of 1,1.0,0,0,0,9 of 14,1 of 1,0 of 0,4 of 5,0 of 0,6 of 10,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2007-07-07,Anderson Silva,KO/TKO,1,UFC Middleweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
459,Anderson Silva,2007-10-20,0.6666666666666666,0.7766666666666667,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,3,39 of 47,0.82,40 of 49,0 of 1,0.0,0,0,0,24 of 31,11 of 12,4 of 4,12 of 16,27 of 29,0 of 2,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2007-10-20,Anderson Silva,KO/TKO,2,UFC Middleweight Title Bout,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
460,Anderson Silva,2008-03-01,1.3333333333333333,0.7633333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0,47 of 59,0.79,74 of 88,0 of 0,0.0,1,2,0,28 of 40,16 of 16,3 of 3,14 of 22,5 of 6,28 of 31,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2008-03-01,Anderson Silva,Submission,2,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
461,Anderson Silva,2008-07-19,1.3333333333333333,0.7566666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1,13 of 13,1.0,13 of 13,0 of 0,0.0,0,0,0,11 of 11,0 of 0,2 of 2,5 of 5,0 of 0,8 of 8,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2008-07-19,Anderson Silva,KO/TKO,1,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
462,Anderson Silva,2008-10-25,1.3333333333333333,0.87,0.0,0.3333333333333333,0.6666666666666666,0.0,0,29 of 40,0.72,32 of 46,1 of 1,1.0,0,0,0,11 of 21,9 of 10,9 of 9,21 of 29,7 of 10,1 of 1,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2008-10-25,Anderson Silva,KO/TKO,3,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
463,Anderson Silva,2009-04-18,0.3333333333333333,0.8366666666666668,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0,94 of 139,0.67,106 of 155,0 of 0,0.0,0,0,0,35 of 71,8 of 11,51 of 57,66 of 106,4 of 4,24 of 29,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2009-04-18,Anderson Silva,Decision - Unanimous,5,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
464,Anderson Silva,2009-08-08,0.3333333333333333,0.7966666666666667,0.3333333333333333,0.0,0.0,0.0,3,13 of 25,0.52,13 of 25,0 of 0,0.0,0,0,0,12 of 24,1 of 1,0 of 0,7 of 17,1 of 2,5 of 6,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2009-08-08,Anderson Silva,KO/TKO,1,Light Heavyweight Bout,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
465,Anderson Silva,2010-04-10,1.0,0.6366666666666667,0.3333333333333333,0.0,0.0,0.0,1,61 of 111,0.54,62 of 112,0 of 0,0.0,0,0,0,29 of 64,6 of 10,26 of 37,57 of 102,0 of 0,4 of 9,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2010-04-10,Anderson Silva,Decision - Unanimous,5,UFC Middleweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
466,Anderson Silva,2010-08-07,1.3333333333333333,0.5766666666666668,0.0,0.0,0.0,0.0,0,29 of 57,0.5,64 of 95,1 of 1,1.0,3,1,0,21 of 45,7 of 10,1 of 2,12 of 36,0 of 0,17 of 21,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2010-08-07,Anderson Silva,Submission,5,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
467,Anderson Silva,2011-02-05,1.3333333333333333,0.5200000000000001,0.3333333333333333,1.0,0.3333333333333333,0.0,1,6 of 10,0.6,6 of 10,0 of 0,0.0,0,0,0,4 of 8,0 of 0,2 of 2,3 of 7,1 of 1,2 of 2,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2011-02-05,Anderson Silva,KO/TKO,1,UFC Middleweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
468,Anderson Silva,2011-08-27,0.6666666666666666,0.5466666666666669,0.3333333333333333,1.0,0.3333333333333333,0.0,2,43 of 61,0.7,52 of 71,0 of 0,0.0,0,0,0,29 of 44,11 of 12,3 of 5,21 of 34,8 of 9,14 of 18,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2011-08-27,Anderson Silva,KO/TKO,2,UFC Middleweight Title Bout,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
469,Anderson Silva,2012-07-07,1.0,0.6000000000000002,0.3333333333333333,1.0,0.3333333333333333,0.0,1,15 of 30,0.5,16 of 31,0 of 0,0.0,0,0,0,11 of 25,4 of 5,0 of 0,3 of 12,3 of 5,9 of 13,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2012-07-07,Anderson Silva,KO/TKO,2,UFC Middleweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
470,Anderson Silva,2012-10-13,1.3333333333333333,0.6000000000000002,0.0,0.0,0.0,0.0,1,19 of 27,0.7,27 of 35,0 of 0,0.0,0,0,0,15 of 23,4 of 4,0 of 0,4 of 7,10 of 12,5 of 8,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2012-10-13,Anderson Silva,KO/TKO,1,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
471,Anderson Silva,2013-07-06,1.3333333333333333,0.6333333333333336,0.0,0.0,0.0,0.0,0,14 of 24,0.58,20 of 32,0 of 0,0.0,0,0,0,4 of 12,1 of 2,9 of 10,14 of 24,0 of 0,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2013-07-06,Chris Weidman,KO/TKO,2,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
472,Anderson Silva,2013-12-28,0.6666666666666666,0.5933333333333336,0.0,0.0,0.0,0.0,0,8 of 15,0.53,32 of 45,0 of 0,0.0,0,0,0,2 of 7,4 of 5,2 of 3,2 of 8,4 of 5,2 of 2,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2013-12-28,Chris Weidman,KO/TKO,2,UFC Middleweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
473,Anderson Silva,2015-01-31,0.3333333333333333,0.6033333333333336,0.0,0.0,0.0,0.0,0,108 of 217,0.49,108 of 217,0 of 0,0.0,0,0,0,57 of 155,14 of 19,37 of 43,103 of 209,5 of 8,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2015-01-31,,Overturned,5,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
474,Anderson Silva,2016-02-27,0.0,0.5333333333333335,0.0,0.0,0.0,0.0,1,75 of 135,0.55,75 of 135,0 of 0,0.0,0,0,0,47 of 104,15 of 18,13 of 13,69 of 126,4 of 5,2 of 4,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2016-02-27,Michael Bisping,Decision - Unanimous,5,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
475,Anderson Silva,2016-07-09,0.3333333333333333,0.5233333333333335,0.0,0.0,0.0,0.0,0,17 of 43,0.39,30 of 56,0 of 0,0.0,0,0,0,9 of 30,4 of 7,4 of 6,16 of 42,1 of 1,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2016-07-09,Daniel Cormier,Decision - Unanimous,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
476,Anderson Silva,2017-02-11,0.3333333333333333,0.47666666666666696,0.0,0.0,0.0,0.0,0,43 of 78,0.55,54 of 89,0 of 0,0.0,0,0,0,28 of 56,13 of 19,2 of 3,30 of 61,8 of 12,5 of 5,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2017-02-11,Anderson Silva,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
477,Anderson Silva,2019-02-09,0.3333333333333333,0.496666666666667,0.0,0.0,0.0,0.0,0,31 of 72,0.43,34 of 75,0 of 0,0.0,0,0,0,16 of 49,8 of 12,7 of 11,26 of 67,5 of 5,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2019-02-09,Israel Adesanya,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
478,Anderson Silva,2019-05-11,0.0,0.45666666666666694,0.0,0.0,0.0,0.0,0,8 of 15,0.53,8 of 15,0 of 0,0.0,0,0,0,1 of 6,3 of 4,4 of 5,7 of 14,1 of 1,0 of 0,"6' 2""",185.0,"77""",Southpaw,"Apr 14, 1975",2019-05-11,Jared Cannonier,KO/TKO,1,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
479,Andre Ewell,2018-09-22,,,,,,,1,53 of 123,0.43,57 of 128,1 of 1,1.0,0,0,0,41 of 104,11 of 16,1 of 3,52 of 120,0 of 1,1 of 2,"5' 8""",135.0,"75""",Southpaw,"Jan 21, 1988",2018-09-22,Andre Ewell,Decision - Split,3,Bantamweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
480,Andre Ewell,2018-12-29,1.0,0.43,1.0,0.0,0.0,0.0,0,15 of 58,0.25,18 of 62,0 of 0,0.0,0,0,0,10 of 43,5 of 15,0 of 0,13 of 54,2 of 4,0 of 0,"5' 8""",135.0,"75""",Southpaw,"Jan 21, 1988",2018-12-29,Nathaniel Wood,Submission,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
481,Andre Fili,2013-10-19,,,,,,,0,55 of 105,0.52,63 of 113,1 of 1,1.0,0,0,0,47 of 96,4 of 4,4 of 5,38 of 83,8 of 11,9 of 11,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2013-10-19,Andre Fili,KO/TKO,2,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
482,Andre Fili,2014-04-26,0.0,0.52,1.0,0.0,0.0,0.0,0,44 of 139,0.31,46 of 141,3 of 12,0.25,0,0,0,18 of 99,9 of 21,17 of 19,40 of 129,4 of 10,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2014-04-26,Max Holloway,Submission,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
483,Andre Fili,2014-10-25,0.0,0.41500000000000004,0.625,0.0,0.0,0.0,0,42 of 102,0.41,66 of 135,5 of 8,0.62,1,4,2,21 of 69,20 of 27,1 of 6,17 of 54,12 of 15,13 of 33,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2014-10-25,Andre Fili,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
484,Andre Fili,2015-03-21,0.0,0.41333333333333333,0.6233333333333334,0.3333333333333333,1.3333333333333333,0.6666666666666666,0,1 of 6,0.16,3 of 9,0 of 0,0.0,0,0,0,0 of 4,1 of 2,0 of 0,0 of 4,1 of 2,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2015-03-21,Godofredo Pepey,Submission,1,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
485,Andre Fili,2015-11-21,0.0,0.2933333333333333,0.29000000000000004,0.3333333333333333,1.3333333333333333,0.6666666666666666,1,16 of 42,0.38,16 of 42,1 of 1,1.0,0,0,0,10 of 34,4 of 4,2 of 4,15 of 41,1 of 1,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2015-11-21,Andre Fili,KO/TKO,1,Featherweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
486,Andre Fili,2016-04-23,0.3333333333333333,0.3166666666666666,0.54,0.3333333333333333,1.3333333333333333,0.6666666666666666,0,11 of 31,0.35,20 of 40,1 of 2,0.5,0,0,0,6 of 24,4 of 5,1 of 2,9 of 27,0 of 0,2 of 4,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2016-04-23,Yair Rodriguez,KO/TKO,2,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
487,Andre Fili,2016-10-01,0.3333333333333333,0.29666666666666663,0.5,0.0,0.0,0.0,1,45 of 124,0.36,72 of 151,1 of 2,0.5,0,3,1,34 of 107,3 of 6,8 of 11,24 of 83,1 of 4,20 of 37,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2016-10-01,Andre Fili,Decision - Unanimous,3,Featherweight Bout,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
488,Andre Fili,2017-07-29,0.6666666666666666,0.36333333333333334,0.6666666666666666,0.0,1.0,0.3333333333333333,0,73 of 202,0.36,75 of 205,0 of 2,0.0,0,0,0,51 of 173,9 of 14,13 of 15,70 of 193,3 of 9,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2017-07-29,Calvin Kattar,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
489,Andre Fili,2017-10-21,0.3333333333333333,0.35666666666666674,0.3333333333333333,0.0,1.0,0.3333333333333333,1,55 of 145,0.37,76 of 166,5 of 6,0.83,0,3,0,32 of 118,5 of 9,18 of 18,49 of 134,0 of 2,6 of 9,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2017-10-21,Andre Fili,Decision - Unanimous,3,Featherweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
490,Andre Fili,2018-01-27,0.6666666666666666,0.36333333333333345,0.44333333333333336,0.0,2.0,0.3333333333333333,0,80 of 229,0.34,93 of 242,4 of 12,0.33,0,1,0,70 of 214,5 of 9,5 of 6,76 of 220,4 of 9,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2018-01-27,Andre Fili,Decision - Split,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
491,Andre Fili,2018-08-25,0.3333333333333333,0.35666666666666674,0.3866666666666667,0.0,1.3333333333333333,0.0,0,37 of 117,0.31,40 of 120,2 of 4,0.5,1,1,0,25 of 104,11 of 12,1 of 1,36 of 115,1 of 2,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2018-08-25,Michael Johnson,Decision - Split,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
